"event_id","customer_id","session_id","application_id","event_name","event_timestamp","event_date","source_system","device","url_path"
"EV_001182","CUST_0162","SESS_01759","APP_00083","application_started","2024-07-18 00:00:00","2024-07-18","heap","desktop","/apply/step2"
"EV_001183","CUST_0021","SESS_00869","APP_00027","page_view_application","2024-09-06 00:00:00","2024-09-06","heap","desktop","/apply/step1"
"EV_001184","CUST_0002","SESS_00016","APP_00217","application_started","2024-04-08 00:00:00","2024-04-08","mobile","desktop","/apply/step1"
"EV_001185","CUST_0172","SESS_01832","APP_00360","application_submitted","2024-07-31 00:00:00","2024-07-31","mobile","desktop","/apply/step1"
"EV_001186","CUST_0058","SESS_01130","APP_00486","application_started","2024-05-22 00:00:00","2024-05-22","amplitude","desktop","/apply"
"EV_001187","CUST_0095","SESS_00283","APP_00372","application_submitted","2024-07-08 00:00:00","2024-07-08","mobile","mobile","/apply/step2"
"EV_001188","CUST_0187","SESS_01128","APP_00215","page_view_application","2024-10-27 00:00:00","2024-10-27","mobile","mobile","/apply/step2"
"EV_001189","CUST_0129","SESS_00361","APP_00221","page_view_application","2024-02-21 00:00:00","2024-02-21","web","desktop","/apply/step1"
"EV_001190","CUST_0104","SESS_01682","APP_00015","page_view_application","2024-04-21 00:00:00","2024-04-21","heap","desktop","/apply/step2"
"EV_001191","CUST_0070","SESS_01059","APP_00443","page_view_application","2024-05-14 00:00:00","2024-05-14","heap","mobile","/apply/step1"
"EV_001192","CUST_0052","SESS_00113","APP_00259","page_view_application","2024-04-21 00:00:00","2024-04-21","mobile","desktop","/apply"
"EV_001193","CUST_0129","SESS_00308","APP_00266","application_submitted","2024-01-13 00:00:00","2024-01-13","heap","desktop","/apply/step2"
"EV_001194","CUST_0052","SESS_01935","APP_00463","page_view_application","2024-09-29 00:00:00","2024-09-29","heap","desktop","/apply"
"EV_001195","CUST_0135","SESS_00959","APP_00120","application_started","2024-08-20 00:00:00","2024-08-20","amplitude","desktop","/apply"
"EV_001196","CUST_0144","SESS_01077","APP_00464","application_started","2024-02-13 00:00:00","2024-02-13","heap","mobile","/apply/step2"
"EV_001197","CUST_0137","SESS_01883","APP_00401","application_submitted","2024-03-13 00:00:00","2024-03-13","mobile","desktop","/apply/step1"
"EV_001198","CUST_0037","SESS_01105","APP_00128","application_submitted","2024-09-17 00:00:00","2024-09-17","amplitude","mobile","/apply/step2"
"EV_001199","CUST_0101","SESS_01640","APP_00211","application_submitted","2024-08-18 00:00:00","2024-08-18","heap","mobile","/apply"
"EV_001200","CUST_0075","SESS_00834","APP_00011","application_submitted","2024-02-02 00:00:00","2024-02-02","heap","mobile","/apply/step1"
"EV_001201","CUST_0190","SESS_01393","APP_00176","application_submitted","2024-03-08 00:00:00","2024-03-08","amplitude","mobile","/apply"
"EV_001202","CUST_0193","SESS_00242","APP_00133","application_submitted","2024-01-16 00:00:00","2024-01-16","amplitude","desktop","/apply/step1"
"EV_001203","CUST_0128","SESS_00031","APP_00325","application_started","2024-05-29 00:00:00","2024-05-29","heap","mobile","/apply/step2"
"EV_001204","CUST_0033","SESS_01853","APP_00320","page_view_application","2024-10-18 00:00:00","2024-10-18","web","desktop","/apply"
"EV_001205","CUST_0100","SESS_00704","APP_00014","application_started","2024-04-11 00:00:00","2024-04-11","web","desktop","/apply/step1"
"EV_001206","CUST_0167","SESS_00869","APP_00050","application_started","2024-07-04 00:00:00","2024-07-04","heap","mobile","/apply/step1"
"EV_001207","CUST_0152","SESS_01385","APP_00410","page_view_application","2024-01-25 00:00:00","2024-01-25","heap","desktop","/apply/step2"
"EV_001208","CUST_0104","SESS_00233","APP_00072","page_view_application","2024-03-12 00:00:00","2024-03-12","amplitude","desktop","/apply/step1"
"EV_001209","CUST_0081","SESS_01634","APP_00069","application_started","2024-03-21 00:00:00","2024-03-21","amplitude","mobile","/apply/step1"
"EV_001210","CUST_0175","SESS_01058","APP_00391","application_submitted","2024-03-01 00:00:00","2024-03-01","heap","mobile","/apply"
"EV_001211","CUST_0054","SESS_01267","APP_00383","page_view_application","2024-01-18 00:00:00","2024-01-18","heap","mobile","/apply/step2"
"EV_001212","CUST_0152","SESS_00951","APP_00016","application_submitted","2024-08-29 00:00:00","2024-08-29","heap","desktop","/apply/step2"
"EV_001213","CUST_0086","SESS_00059","APP_00439","application_started","2024-02-27 00:00:00","2024-02-27","heap","desktop","/apply"
"EV_001214","CUST_0115","SESS_00771","APP_00334","application_submitted","2024-11-27 00:00:00","2024-11-27","web","mobile","/apply"
"EV_001215","CUST_0192","SESS_01553","APP_00357","application_submitted","2024-02-26 00:00:00","2024-02-26","amplitude","mobile","/apply"
"EV_001216","CUST_0009","SESS_01102","APP_00056","application_submitted","2024-04-06 00:00:00","2024-04-06","mobile","desktop","/apply/step1"
"EV_001217","CUST_0009","SESS_00718","APP_00105","application_started","2024-08-02 00:00:00","2024-08-02","heap","desktop","/apply/step2"
"EV_001218","CUST_0035","SESS_00302","APP_00132","page_view_application","2024-11-14 00:00:00","2024-11-14","heap","mobile","/apply/step2"
"EV_001219","CUST_0140","SESS_01702","APP_00484","application_started","2024-01-12 00:00:00","2024-01-12","heap","desktop","/apply/step2"
"EV_001220","CUST_0021","SESS_00803","APP_00048","application_submitted","2024-01-11 00:00:00","2024-01-11","mobile","desktop","/apply/step1"
"EV_001221","CUST_0003","SESS_00897","APP_00248","application_submitted","2024-06-11 00:00:00","2024-06-11","amplitude","mobile","/apply/step2"
"EV_001222","CUST_0099","SESS_00112","APP_00273","application_submitted","2024-10-09 00:00:00","2024-10-09","amplitude","mobile","/apply/step2"
"EV_001223","CUST_0081","SESS_01437","APP_00111","page_view_application","2024-08-04 00:00:00","2024-08-04","heap","desktop","/apply/step2"
"EV_001224","CUST_0144","SESS_01924","APP_00420","application_started","2024-12-25 00:00:00","2024-12-25","heap","desktop","/apply/step2"
"EV_001225","CUST_0136","SESS_00317","APP_00326","page_view_application","2024-11-18 00:00:00","2024-11-18","amplitude","desktop","/apply"
"EV_001226","CUST_0022","SESS_01889","APP_00336","page_view_application","2024-08-28 00:00:00","2024-08-28","mobile","desktop","/apply/step1"
"EV_001227","CUST_0111","SESS_01169","APP_00349","page_view_application","2024-12-10 00:00:00","2024-12-10","heap","mobile","/apply/step2"
"EV_001228","CUST_0140","SESS_00668","APP_00484","page_view_application","2024-02-14 00:00:00","2024-02-14","mobile","desktop","/apply/step2"
"EV_001229","CUST_0190","SESS_00690","APP_00038","application_submitted","2024-03-21 00:00:00","2024-03-21","mobile","mobile","/apply/step2"
"EV_001230","CUST_0192","SESS_01882","APP_00357","page_view_application","2024-09-11 00:00:00","2024-09-11","amplitude","desktop","/apply/step2"
"EV_001231","CUST_0198","SESS_01672","APP_00240","page_view_application","2024-03-07 00:00:00","2024-03-07","heap","mobile","/apply/step2"
"EV_001232","CUST_0161","SESS_01954","APP_00318","application_submitted","2024-04-11 00:00:00","2024-04-11","web","desktop","/apply"
"EV_001233","CUST_0072","SESS_01851","APP_00121","page_view_application","2024-03-31 00:00:00","2024-03-31","amplitude","desktop","/apply"
"EV_001234","CUST_0021","SESS_00018","APP_00048","page_view_application","2024-02-11 00:00:00","2024-02-11","amplitude","mobile","/apply/step1"
"EV_001235","CUST_0122","SESS_01375","APP_00010","page_view_application","2024-10-02 00:00:00","2024-10-02","web","desktop","/apply/step1"
"EV_001236","CUST_0123","SESS_01979","APP_00233","page_view_application","2024-10-30 00:00:00","2024-10-30","heap","mobile","/apply/step2"
"EV_001237","CUST_0015","SESS_01179","APP_00036","page_view_application","2024-09-30 00:00:00","2024-09-30","mobile","mobile","/apply/step2"
"EV_001238","CUST_0135","SESS_01808","APP_00413","page_view_application","2024-03-17 00:00:00","2024-03-17","mobile","mobile","/apply"
"EV_001239","CUST_0168","SESS_01530","APP_00462","application_started","2024-08-21 00:00:00","2024-08-21","mobile","desktop","/apply/step1"
"EV_001240","CUST_0015","SESS_00778","APP_00004","page_view_application","2024-07-20 00:00:00","2024-07-20","heap","desktop","/apply/step2"
"EV_001241","CUST_0064","SESS_00360","APP_00044","page_view_application","2024-08-08 00:00:00","2024-08-08","amplitude","desktop","/apply/step2"
"EV_001242","CUST_0009","SESS_00332","APP_00056","application_submitted","2024-09-18 00:00:00","2024-09-18","amplitude","mobile","/apply/step2"
"EV_001243","CUST_0108","SESS_01942","APP_00042","application_started","2024-02-08 00:00:00","2024-02-08","amplitude","desktop","/apply/step1"
"EV_001244","CUST_0147","SESS_00528","APP_00255","application_submitted","2024-01-11 00:00:00","2024-01-11","amplitude","desktop","/apply"
"EV_001245","CUST_0198","SESS_00012","APP_00228","application_started","2024-04-21 00:00:00","2024-04-21","amplitude","mobile","/apply"
"EV_001246","CUST_0163","SESS_01099","APP_00114","page_view_application","2024-04-17 00:00:00","2024-04-17","web","mobile","/apply/step2"
"EV_001247","CUST_0069","SESS_00212","APP_00237","application_submitted","2024-04-03 00:00:00","2024-04-03","mobile","mobile","/apply/step2"
"EV_001248","CUST_0130","SESS_01715","APP_00397","page_view_application","2024-11-06 00:00:00","2024-11-06","mobile","mobile","/apply/step2"
"EV_001249","CUST_0084","SESS_00641","APP_00174","page_view_application","2024-03-24 00:00:00","2024-03-24","heap","desktop","/apply/step2"
"EV_001250","CUST_0147","SESS_00283","APP_00255","application_started","2024-02-27 00:00:00","2024-02-27","web","mobile","/apply/step2"
"EV_001251","CUST_0114","SESS_01219","APP_00466","application_started","2024-10-19 00:00:00","2024-10-19","amplitude","mobile","/apply/step1"
"EV_001252","CUST_0020","SESS_00780","APP_00417","application_submitted","2024-01-16 00:00:00","2024-01-16","amplitude","desktop","/apply"
"EV_001253","CUST_0112","SESS_01054","APP_00277","application_submitted","2024-11-21 00:00:00","2024-11-21","amplitude","desktop","/apply/step1"
"EV_001254","CUST_0144","SESS_01033","APP_00464","page_view_application","2024-04-02 00:00:00","2024-04-02","web","mobile","/apply/step1"
"EV_001255","CUST_0119","SESS_01333","APP_00335","application_started","2024-06-13 00:00:00","2024-06-13","heap","desktop","/apply/step2"
"EV_001256","CUST_0180","SESS_01469","APP_00441","application_started","2024-08-02 00:00:00","2024-08-02","web","desktop","/apply/step1"
"EV_001257","CUST_0081","SESS_01334","APP_00069","application_submitted","2024-05-23 00:00:00","2024-05-23","heap","mobile","/apply"
"EV_001258","CUST_0136","SESS_00677","APP_00326","application_submitted","2024-09-30 00:00:00","2024-09-30","mobile","desktop","/apply/step2"
"EV_001259","CUST_0068","SESS_00705","APP_00230","application_submitted","2024-05-17 00:00:00","2024-05-17","heap","mobile","/apply"
"EV_001260","CUST_0175","SESS_00426","APP_00067","page_view_application","2024-07-22 00:00:00","2024-07-22","mobile","desktop","/apply/step1"
"EV_001261","CUST_0084","SESS_01841","APP_00304","application_submitted","2024-10-28 00:00:00","2024-10-28","heap","desktop","/apply/step2"
"EV_001262","CUST_0099","SESS_01796","APP_00460","page_view_application","2024-07-28 00:00:00","2024-07-28","mobile","desktop","/apply"
"EV_001263","CUST_0140","SESS_01728","APP_00484","page_view_application","2024-01-19 00:00:00","2024-01-19","mobile","desktop","/apply"
"EV_001264","CUST_0020","SESS_00591","APP_00417","application_submitted","2024-10-20 00:00:00","2024-10-20","amplitude","mobile","/apply/step2"
"EV_001265","CUST_0015","SESS_01715","APP_00036","page_view_application","2024-10-19 00:00:00","2024-10-19","heap","mobile","/apply"
"EV_001266","CUST_0020","SESS_00091","APP_00417","application_submitted","2024-10-27 00:00:00","2024-10-27","amplitude","desktop","/apply/step2"
"EV_001267","CUST_0160","SESS_00456","APP_00159","page_view_application","2024-06-10 00:00:00","2024-06-10","mobile","desktop","/apply/step2"
"EV_001268","CUST_0096","SESS_00444","APP_00149","application_submitted","2024-05-09 00:00:00","2024-05-09","amplitude","desktop","/apply/step1"
"EV_001269","CUST_0021","SESS_01751","APP_00027","page_view_application","2024-02-13 00:00:00","2024-02-13","web","mobile","/apply"
"EV_001270","CUST_0092","SESS_00079","APP_00475","page_view_application","2024-12-18 00:00:00","2024-12-18","amplitude","desktop","/apply/step2"
"EV_001271","CUST_0104","SESS_01499","APP_00072","page_view_application","2024-03-23 00:00:00","2024-03-23","heap","mobile","/apply/step1"
"EV_001272","CUST_0003","SESS_00927","APP_00248","application_started","2024-05-03 00:00:00","2024-05-03","amplitude","desktop","/apply/step1"
"EV_001273","CUST_0045","SESS_00103","APP_00101","page_view_application","2024-01-27 00:00:00","2024-01-27","web","mobile","/apply/step2"
"EV_001274","CUST_0155","SESS_00623","APP_00190","application_started","2024-10-30 00:00:00","2024-10-30","amplitude","mobile","/apply/step2"
"EV_001275","CUST_0188","SESS_01480","APP_00096","page_view_application","2024-12-15 00:00:00","2024-12-15","mobile","desktop","/apply"
"EV_001276","CUST_0058","SESS_00990","APP_00384","page_view_application","2024-01-07 00:00:00","2024-01-07","mobile","mobile","/apply"
"EV_001277","CUST_0048","SESS_01338","APP_00282","page_view_application","2024-12-06 00:00:00","2024-12-06","mobile","desktop","/apply"
"EV_001278","CUST_0021","SESS_01271","APP_00322","application_started","2024-07-17 00:00:00","2024-07-17","heap","mobile","/apply/step2"
"EV_001279","CUST_0155","SESS_00234","APP_00396","application_submitted","2024-04-21 00:00:00","2024-04-21","amplitude","mobile","/apply/step1"
"EV_001280","CUST_0060","SESS_01618","APP_00278","application_submitted","2024-03-29 00:00:00","2024-03-29","mobile","desktop","/apply/step1"
"EV_001281","CUST_0131","SESS_00644","APP_00017","page_view_application","2024-05-07 00:00:00","2024-05-07","amplitude","mobile","/apply/step2"
"EV_001282","CUST_0039","SESS_01259","APP_00263","application_started","2024-08-17 00:00:00","2024-08-17","web","desktop","/apply"
"EV_001283","CUST_0129","SESS_00790","APP_00107","application_submitted","2024-01-18 00:00:00","2024-01-18","web","mobile","/apply/step1"
"EV_001284","CUST_0035","SESS_00387","APP_00068","page_view_application","2024-10-15 00:00:00","2024-10-15","heap","desktop","/apply/step1"
"EV_001285","CUST_0037","SESS_00847","APP_00128","application_started","2024-06-09 00:00:00","2024-06-09","amplitude","mobile","/apply"
"EV_001286","CUST_0152","SESS_01635","APP_00293","application_started","2024-12-17 00:00:00","2024-12-17","web","mobile","/apply/step1"
"EV_001287","CUST_0054","SESS_01967","APP_00294","page_view_application","2024-10-07 00:00:00","2024-10-07","heap","desktop","/apply"
"EV_001288","CUST_0188","SESS_00038","APP_00096","page_view_application","2024-06-14 00:00:00","2024-06-14","heap","mobile","/apply/step1"
"EV_001289","CUST_0127","SESS_01185","APP_00395","page_view_application","2024-09-16 00:00:00","2024-09-16","mobile","desktop","/apply/step1"
"EV_001290","CUST_0103","SESS_01486","APP_00001","application_started","2024-12-29 00:00:00","2024-12-29","web","desktop","/apply/step1"
"EV_001291","CUST_0153","SESS_01968","APP_00409","page_view_application","2024-07-08 00:00:00","2024-07-08","amplitude","mobile","/apply"
"EV_001292","CUST_0116","SESS_01473","APP_00298","page_view_application","2024-12-03 00:00:00","2024-12-03","web","desktop","/apply/step1"
"EV_001293","CUST_0190","SESS_01141","APP_00180","page_view_application","2024-09-22 00:00:00","2024-09-22","web","desktop","/apply/step1"
"EV_001294","CUST_0050","SESS_00241","APP_00408","page_view_application","2024-10-17 00:00:00","2024-10-17","amplitude","desktop","/apply/step1"
"EV_001295","CUST_0129","SESS_01050","APP_00181","page_view_application","2024-12-20 00:00:00","2024-12-20","amplitude","desktop","/apply/step2"
"EV_001296","CUST_0038","SESS_01672","APP_00235","application_submitted","2024-12-25 00:00:00","2024-12-25","mobile","desktop","/apply/step1"
"EV_001297","CUST_0049","SESS_00562","APP_00440","page_view_application","2024-10-05 00:00:00","2024-10-05","heap","desktop","/apply/step1"
"EV_001298","CUST_0068","SESS_00806","APP_00319","application_started","2024-08-04 00:00:00","2024-08-04","amplitude","mobile","/apply"
"EV_001299","CUST_0158","SESS_01930","APP_00337","page_view_application","2024-11-16 00:00:00","2024-11-16","amplitude","desktop","/apply"
"EV_001300","CUST_0021","SESS_00298","APP_00008","application_started","2024-12-03 00:00:00","2024-12-03","web","desktop","/apply/step2"
"EV_001301","CUST_0070","SESS_00805","APP_00443","application_started","2024-07-25 00:00:00","2024-07-25","amplitude","mobile","/apply"
"EV_001302","CUST_0086","SESS_00154","APP_00429","page_view_application","2024-06-01 00:00:00","2024-06-01","amplitude","desktop","/apply"
"EV_001303","CUST_0021","SESS_00732","APP_00027","application_submitted","2024-06-29 00:00:00","2024-06-29","web","desktop","/apply"
"EV_001304","CUST_0093","SESS_01676","APP_00308","application_started","2024-07-30 00:00:00","2024-07-30","web","desktop","/apply/step2"
"EV_001305","CUST_0124","SESS_00468","APP_00146","application_submitted","2024-09-29 00:00:00","2024-09-29","web","mobile","/apply/step2"
"EV_001306","CUST_0082","SESS_00049","APP_00091","application_started","2024-07-21 00:00:00","2024-07-21","mobile","mobile","/apply/step1"
"EV_001307","CUST_0008","SESS_01678","APP_00342","application_submitted","2024-07-23 00:00:00","2024-07-23","heap","desktop","/apply/step1"
"EV_001308","CUST_0042","SESS_00046","APP_00272","application_submitted","2024-06-01 00:00:00","2024-06-01","amplitude","desktop","/apply"
"EV_001309","CUST_0021","SESS_01699","APP_00322","application_submitted","2024-06-18 00:00:00","2024-06-18","web","mobile","/apply/step1"
"EV_001310","CUST_0107","SESS_01309","APP_00005","application_started","2024-08-28 00:00:00","2024-08-28","web","desktop","/apply/step1"
"EV_001311","CUST_0044","SESS_00780","APP_00082","application_started","2024-10-13 00:00:00","2024-10-13","heap","mobile","/apply/step2"
"EV_001312","CUST_0174","SESS_01652","APP_00387","application_submitted","2024-09-01 00:00:00","2024-09-01","mobile","desktop","/apply/step2"
"EV_001313","CUST_0054","SESS_00082","APP_00219","application_submitted","2024-11-16 00:00:00","2024-11-16","amplitude","desktop","/apply/step1"
"EV_001314","CUST_0041","SESS_01068","APP_00118","application_submitted","2024-03-20 00:00:00","2024-03-20","mobile","mobile","/apply/step1"
"EV_001315","CUST_0146","SESS_01730","APP_00081","page_view_application","2024-04-01 00:00:00","2024-04-01","mobile","desktop","/apply/step1"
"EV_001316","CUST_0144","SESS_01794","APP_00464","application_submitted","2024-05-28 00:00:00","2024-05-28","mobile","mobile","/apply"
"EV_001317","CUST_0164","SESS_00955","APP_00070","page_view_application","2024-01-30 00:00:00","2024-01-30","web","mobile","/apply/step2"
"EV_001318","CUST_0033","SESS_00273","APP_00115","application_started","2024-05-02 00:00:00","2024-05-02","heap","desktop","/apply/step1"
"EV_001319","CUST_0039","SESS_00394","APP_00263","page_view_application","2024-11-21 00:00:00","2024-11-21","heap","desktop","/apply/step1"
"EV_001320","CUST_0099","SESS_01810","APP_00306","page_view_application","2024-01-29 00:00:00","2024-01-29","heap","mobile","/apply"
"EV_001321","CUST_0137","SESS_00790","APP_00142","application_submitted","2024-09-15 00:00:00","2024-09-15","mobile","mobile","/apply/step2"
"EV_001322","CUST_0115","SESS_00595","APP_00422","page_view_application","2024-07-04 00:00:00","2024-07-04","amplitude","desktop","/apply"
"EV_001323","CUST_0001","SESS_00058","APP_00488","application_started","2024-03-15 00:00:00","2024-03-15","mobile","desktop","/apply"
"EV_001324","CUST_0039","SESS_00565","APP_00207","application_started","2024-02-14 00:00:00","2024-02-14","heap","desktop","/apply/step1"
"EV_001325","CUST_0081","SESS_00001","APP_00111","page_view_application","2024-03-09 00:00:00","2024-03-09","web","desktop","/apply"
"EV_001326","CUST_0104","SESS_00216","APP_00303","page_view_application","2024-07-28 00:00:00","2024-07-28","mobile","mobile","/apply"
"EV_001327","CUST_0136","SESS_01341","APP_00112","application_started","2024-08-26 00:00:00","2024-08-26","web","mobile","/apply/step1"
"EV_001328","CUST_0020","SESS_01252","APP_00417","page_view_application","2024-12-05 00:00:00","2024-12-05","heap","desktop","/apply/step2"
"EV_001329","CUST_0055","SESS_01497","APP_00043","application_submitted","2024-11-03 00:00:00","2024-11-03","mobile","mobile","/apply/step1"
"EV_001330","CUST_0097","SESS_01508","APP_00347","application_submitted","2024-07-10 00:00:00","2024-07-10","web","desktop","/apply/step2"
"EV_001331","CUST_0037","SESS_00766","APP_00285","page_view_application","2024-04-12 00:00:00","2024-04-12","mobile","mobile","/apply"
"EV_001332","CUST_0037","SESS_00671","APP_00128","page_view_application","2024-08-28 00:00:00","2024-08-28","heap","mobile","/apply"
"EV_001333","CUST_0121","SESS_01311","APP_00185","application_started","2024-09-09 00:00:00","2024-09-09","amplitude","desktop","/apply/step1"
"EV_001334","CUST_0160","SESS_00511","APP_00229","application_started","2024-08-07 00:00:00","2024-08-07","heap","desktop","/apply/step1"
"EV_001335","CUST_0114","SESS_01602","APP_00389","page_view_application","2024-12-01 00:00:00","2024-12-01","amplitude","desktop","/apply/step1"
"EV_001336","CUST_0129","SESS_00915","APP_00221","page_view_application","2024-08-04 00:00:00","2024-08-04","amplitude","desktop","/apply"
"EV_001337","CUST_0061","SESS_01845","APP_00352","application_started","2024-07-20 00:00:00","2024-07-20","heap","mobile","/apply"
"EV_001338","CUST_0015","SESS_01996","APP_00444","application_submitted","2024-01-29 00:00:00","2024-01-29","web","mobile","/apply/step2"
"EV_001339","CUST_0005","SESS_01482","APP_00117","page_view_application","2024-07-30 00:00:00","2024-07-30","mobile","desktop","/apply/step1"
"EV_001340","CUST_0164","SESS_00095","APP_00070","application_started","2024-06-02 00:00:00","2024-06-02","mobile","mobile","/apply"
"EV_001341","CUST_0104","SESS_00493","APP_00386","application_submitted","2024-08-18 00:00:00","2024-08-18","mobile","mobile","/apply/step2"
"EV_001342","CUST_0164","SESS_00765","APP_00070","application_started","2024-04-11 00:00:00","2024-04-11","amplitude","desktop","/apply/step1"
"EV_001343","CUST_0139","SESS_01022","APP_00110","application_started","2024-11-10 00:00:00","2024-11-10","amplitude","desktop","/apply/step1"
"EV_001344","CUST_0032","SESS_00150","APP_00427","application_started","2024-06-25 00:00:00","2024-06-25","heap","desktop","/apply/step2"
"EV_001345","CUST_0035","SESS_01047","APP_00132","application_submitted","2024-06-29 00:00:00","2024-06-29","web","mobile","/apply/step2"
"EV_001346","CUST_0009","SESS_00756","APP_00056","application_started","2024-08-19 00:00:00","2024-08-19","heap","desktop","/apply/step2"
"EV_001347","CUST_0183","SESS_01239","APP_00477","application_submitted","2024-01-12 00:00:00","2024-01-12","heap","desktop","/apply"
"EV_001348","CUST_0070","SESS_00399","APP_00443","application_started","2024-07-04 00:00:00","2024-07-04","web","mobile","/apply/step1"
"EV_001349","CUST_0190","SESS_00410","APP_00089","application_started","2024-09-05 00:00:00","2024-09-05","amplitude","mobile","/apply/step1"
"EV_001350","CUST_0001","SESS_00131","APP_00137","page_view_application","2024-09-22 00:00:00","2024-09-22","heap","mobile","/apply/step2"
"EV_001351","CUST_0104","SESS_00855","APP_00131","page_view_application","2024-05-14 00:00:00","2024-05-14","heap","mobile","/apply"
"EV_001352","CUST_0130","SESS_00148","APP_00218","application_submitted","2024-09-01 00:00:00","2024-09-01","amplitude","desktop","/apply/step2"
"EV_001353","CUST_0190","SESS_00381","APP_00176","page_view_application","2024-01-31 00:00:00","2024-01-31","mobile","mobile","/apply"
"EV_001354","CUST_0028","SESS_01133","APP_00171","application_started","2024-12-12 00:00:00","2024-12-12","web","desktop","/apply/step1"
"EV_001355","CUST_0092","SESS_00552","APP_00475","page_view_application","2024-09-15 00:00:00","2024-09-15","web","desktop","/apply/step1"
"EV_001356","CUST_0015","SESS_01145","APP_00100","application_submitted","2024-04-13 00:00:00","2024-04-13","mobile","mobile","/apply"
"EV_001357","CUST_0062","SESS_00295","APP_00480","page_view_application","2024-01-01 00:00:00","2024-01-01","web","desktop","/apply/step1"
"EV_001358","CUST_0099","SESS_01144","APP_00129","application_submitted","2024-07-25 00:00:00","2024-07-25","mobile","desktop","/apply/step1"
"EV_001359","CUST_0090","SESS_00456","APP_00057","application_started","2024-05-14 00:00:00","2024-05-14","heap","mobile","/apply/step2"
"EV_001360","CUST_0129","SESS_01554","APP_00181","page_view_application","2024-09-27 00:00:00","2024-09-27","web","mobile","/apply"
"EV_001361","CUST_0070","SESS_00169","APP_00246","application_started","2024-03-29 00:00:00","2024-03-29","web","mobile","/apply/step1"
"EV_001362","CUST_0090","SESS_00710","APP_00144","page_view_application","2024-07-13 00:00:00","2024-07-13","heap","desktop","/apply/step1"
"EV_001363","CUST_0018","SESS_01947","APP_00051","page_view_application","2024-05-01 00:00:00","2024-05-01","amplitude","desktop","/apply"
"EV_001364","CUST_0024","SESS_01167","APP_00368","page_view_application","2024-04-25 00:00:00","2024-04-25","amplitude","mobile","/apply/step1"
"EV_001365","CUST_0047","SESS_00037","APP_00459","page_view_application","2024-07-14 00:00:00","2024-07-14","heap","mobile","/apply"
"EV_001366","CUST_0130","SESS_01722","APP_00218","application_submitted","2024-02-05 00:00:00","2024-02-05","web","mobile","/apply"
"EV_001367","CUST_0071","SESS_01285","APP_00104","page_view_application","2024-03-07 00:00:00","2024-03-07","web","mobile","/apply/step2"
"EV_001368","CUST_0054","SESS_00231","APP_00383","application_started","2024-05-12 00:00:00","2024-05-12","web","mobile","/apply"
"EV_001369","CUST_0014","SESS_00254","APP_00055","page_view_application","2024-10-07 00:00:00","2024-10-07","mobile","mobile","/apply/step2"
"EV_001370","CUST_0096","SESS_00329","APP_00257","application_started","2024-01-11 00:00:00","2024-01-11","amplitude","mobile","/apply/step1"
"EV_001371","CUST_0030","SESS_01927","APP_00346","page_view_application","2024-08-05 00:00:00","2024-08-05","web","desktop","/apply"
"EV_001372","CUST_0029","SESS_01321","APP_00156","application_started","2024-11-17 00:00:00","2024-11-17","amplitude","mobile","/apply/step2"
"EV_001373","CUST_0089","SESS_00980","APP_00053","application_started","2024-06-04 00:00:00","2024-06-04","amplitude","mobile","/apply"
"EV_001374","CUST_0170","SESS_00010","APP_00442","application_started","2024-08-27 00:00:00","2024-08-27","web","mobile","/apply/step1"
"EV_001375","CUST_0145","SESS_00446","APP_00329","page_view_application","2024-02-29 00:00:00","2024-02-29","heap","mobile","/apply/step2"
"EV_001376","CUST_0015","SESS_00922","APP_00444","application_started","2024-05-17 00:00:00","2024-05-17","heap","desktop","/apply/step2"
"EV_001377","CUST_0003","SESS_00836","APP_00187","page_view_application","2024-02-19 00:00:00","2024-02-19","amplitude","mobile","/apply/step2"
"EV_001378","CUST_0006","SESS_01254","APP_00364","page_view_application","2024-06-15 00:00:00","2024-06-15","mobile","desktop","/apply/step1"
"EV_001379","CUST_0052","SESS_01560","APP_00150","application_started","2024-06-13 00:00:00","2024-06-13","amplitude","desktop","/apply/step2"
"EV_001380","CUST_0082","SESS_00078","APP_00264","application_started","2024-11-14 00:00:00","2024-11-14","amplitude","desktop","/apply/step1"
"EV_001381","CUST_0187","SESS_01449","APP_00250","application_started","2024-07-07 00:00:00","2024-07-07","heap","mobile","/apply/step1"
"EV_001382","CUST_0063","SESS_00193","APP_00433","application_started","2024-04-01 00:00:00","2024-04-01","web","mobile","/apply"
"EV_001383","CUST_0116","SESS_00401","APP_00298","page_view_application","2024-10-20 00:00:00","2024-10-20","web","desktop","/apply/step1"
"EV_001384","CUST_0013","SESS_00109","APP_00411","page_view_application","2024-10-15 00:00:00","2024-10-15","mobile","desktop","/apply/step2"
"EV_001385","CUST_0143","SESS_00792","APP_00423","page_view_application","2024-03-15 00:00:00","2024-03-15","heap","mobile","/apply/step2"
"EV_001386","CUST_0101","SESS_01947","APP_00211","application_started","2024-02-14 00:00:00","2024-02-14","heap","desktop","/apply/step1"
"EV_001387","CUST_0192","SESS_00263","APP_00025","application_started","2024-02-22 00:00:00","2024-02-22","amplitude","desktop","/apply/step1"
"EV_001388","CUST_0054","SESS_00329","APP_00294","page_view_application","2024-06-23 00:00:00","2024-06-23","heap","mobile","/apply"
"EV_001389","CUST_0182","SESS_00363","APP_00341","application_started","2024-06-09 00:00:00","2024-06-09","amplitude","mobile","/apply"
